rating,reviewer_id,date,review_title,review_body,category,score_gemini,score_groq,rating_sentiment,gemini_sentiment,groq_sentiment,final_sentiment,final_score
1,jane,2025-11-20,,work great bluetooth ipad android phone wifi stream service would better resolution color intensity good screen find wall ceiling quite good artist project image canvas sketch wonderful great value doesnt heat 30 minutes use happy,electronics,1,1,positive,positive,positive,positive,1.0
0,freddie,2025-11-16,really worth 41,alright neat gadget like starry sky provide honestly dont believe thing would ever real tell 400 im not buy worth 41 no dont think sell retail 41 able get 25 id bargain think inflate retail value impress upon make good deal think mislead,electronics,0,0,negative,negative,negative,negative,0.0
0,julie,2026-01-07,,finally get projector setup turn discover lens dirty inside dirt spot show middle screen everything try watch make us miss fine detail like watch bad vhs tape thats not bad enough projector constantly shut random moments throughout movie tech support recommend unplug projector fix problem not correct problem,electronics,0,0,negative,negative,negative,negative,0.0
0,robert,2025-11-30,deceptive market 40 product,40 projector not 300 projector drastically reduce shameful market worth pay hope walmart aware use deceptive market practice want return lie not feel rip,electronics,0,0,negative,negative,negative,negative,0.0
1,dee,2025-12-28,great little projector,purchase projector see version social media honestly blow away picture quality build android system also use google stick roku device find easier use add devices remote control thats personal preference sound quality could better use earbuds meet expectations pair bluetooth speaker better volume great little projector price extremely convenient,electronics,0,1,positive,negative,positive,positive,1.0
0,gysbert,2025-12-27,total crap,piece dung cheap pakistan product walmart try sell us not buy picture quality low struggle connect wifi struggle clear picture no proper focus not stay connect wifi bluetooth phone,electronics,0,0,negative,negative,negative,negative,0.0
0,falselyaccurate,2025-11-25,website doesnt list model anywhere,product receive model no x1bq register warranty get help model x1bq not list anywhere website wont know file videos watch download several model look exactly also 9 starry light videos builtin not run smoothly jerky,electronics,0,0,negative,negative,negative,negative,0.0
0,jacob,2025-11-21,youre want quality projector look elsewhere,qc must miss one several small object interior lens appear kind oil grease leave nice smudge corner im busy guy not worth time return one step ewaste since technically operational,electronics,0,0,negative,negative,negative,negative,0.0
1,sodafinder,2025-11-25,great picture sound could issue,projector picture great sound bad cannot output sound except bluetooth disconcert thankfully stereo system process hdmi run content output hdmi projector hdmi input,electronics,0,1,positive,negative,positive,positive,1.0
0,timothy,2025-11-27,,mislead original price walmart say originally 399 white one 299 black one reality originally 99 put sale say consumer save actually everyone already know literally anything buy walmart inferior original product walmart roll back price blatant lie unacceptable happily purchase higher price one return one know ill actually get im pay not mislead,electronics,0,0,negative,negative,negative,negative,0.0
1,jaime,2025-11-26,,like alot compact portable apps include ones normally useconnectivity players dvd blurry game station project ceiling im rest bed neck nerve tire neck back discomfort damage,electronics,0,1,positive,negative,positive,positive,1.0
1,miranda,2026-01-01,,perfect item outdoor movie nights move use closet entertain daughter move furniture house super easy use overall great purchase cant wait summer fire pit season entertain kid,electronics,0,0,positive,negative,negative,negative,0.0
1,walmart customer,2025-11-01,good price limit,not 1080 advertise native resolution unit 720 mean element within projector create display 1280 x 720 support 1080 mean put 1080 video scale no internal battery must plug include adapter actual power connector unit weird 4 pin port 3 prong electrical plug back panel single full size hdmi port usba port connections usb drive connect hdmi cable insert unit base not able rotate completely hit usb drive cable underside base include 14 mount thread mount tripod focus ring work well produce sharp image menus straight forward clean look shortest distance able get focus 40 unit light weight easy use buy halloween projection map work fine want watch movies camp youll need external power source like solar generator dont believe power usb didnt test turn press hold power button back end 3 second sound isnt bad not great internal fan kinda loud drown soft quiet movies no external audio port connect bluetooth speakers volume control affect bluetooth level delay audio audio half second behind video lip sync noticeably connection lose unit revert back internal speaker 510 second extra bonus come think 7 different star galaxy projections shine ceiling however frame rate poor videos playback star videos choppy video playback external content smooth take 1 star advertise 1080 not,electronics,0,0,positive,negative,negative,negative,0.0
1,michael,2025-11-12,christmas gift drive home backyard,buy gift christmas look like nice projector dont want open christmas gift money look like great deal also buy portable screen sound bar like movie night every saturday night know kid love size look like drive,electronics,1,1,positive,positive,positive,positive,1.0
1,jason,2025-12-15,,work exceptionally well price feature something spend hundreds dollars even thousand thing feature good im sure good others need something inexpensive thats get good quality multiple feature,electronics,0,1,positive,negative,positive,positive,1.0
1,kim,2025-12-25,work well,son move apartment right christmas know like tv bedroom figure would want one live room well much cheaper solution love project right fireplace tv mount picture great really surprise well perform extremely happy,electronics,1,1,positive,positive,positive,positive,1.0
0,lhohio,2025-12-26,,fraud didnt order return code send refund recharge contest card co lie n say order 2 return one despite provide proof send one still wouldnt help cant get anyone figure ot scammed note didnt even purchase item order middle night n no one else,electronics,1,0,negative,positive,negative,negative,0.0
1,riley,2026-01-05,good slight issue,alright not best one need use xbox picture good change picture settings settings extreme like brightness get way bright even put couple notch change sharpness barely look like things outline sharpie remote work well doesnt make lot noise volume low even way might need bluetooth speaker,electronics,1,1,positive,positive,positive,positive,1.0
0,keren,2026-01-05,ok price sale,picture not great look really pixelated even adjust settings not bright bluetooth work fine also doesnt seem work hdmi work include hdmi reason include one plus,electronics,0,0,negative,negative,negative,negative,0.0
1,andrea,2025-11-01,,dislike remote really cheaply make doesnt work properly buy replacement still box wouldve return ask new one keep mind remote projector awesome hook onn box fire stick roku work flawless mirror phone pretty cool dont recommend,electronics,0,0,positive,negative,negative,negative,0.0
1,john,2025-11-03,,amaze little projector low price skeptical figure worth risk well surprise unit easily rival much costly projector setup super easy picture surprisingly good absolutely no lag time,electronics,1,1,positive,positive,positive,positive,1.0
1,aly,2025-11-30,love,love much favorite thing ive order giant tv roof im bed video quality great call mom show like want one dad come home saw guess say want one get,electronics,1,1,positive,positive,positive,positive,1.0
1,katherine,2025-12-22,,admit wasnt expect work well im impress definitely get moneys worth bluetooth connection quick connect wifi easily auto adjust work well make sure room youre use good dark pretty much plug play easy enough set,electronics,1,1,positive,positive,positive,positive,1.0
1,abhijeet,2025-12-05,amaze little inexpensive projector,native interface little clunky overall capabilities price point phenomenal connect apple tv great experience easily switch air pod external bluetooth speaker build speaker not great adequate use mobile projector great camp students may not room large screen,electronics,1,1,positive,positive,positive,positive,1.0
1,heidi,2026-02-05,,hard get want head not move smoothly super loud remote tedious type username passwords def not user friendly picture quality good hard hear noise emit unit buy make wall window medieval castle work perfectly also havent figure portablerechargeable plug night would not stay unplug maybe hopefully ill figure eventually,electronics,1,0,positive,positive,negative,positive,1.0
0,chad,2025-10-01,stop work months,absolutely love projector first months since purchase completely stop work none apps load no showsmovies load say need update say newest version doesnt work model,electronics,0,0,negative,negative,negative,negative,0.0
1,kbeau,2025-10-09,great value,grands love project show wall ceiling travel use hotel visit family rv price would say 5 star little cost no worry something happen use time fun way get chill relax,electronics,1,1,positive,positive,positive,positive,1.0
1,hansel,2024-05-12,,ability cast screen angle id like able adjust volume output device theres no problem,electronics,0,0,positive,negative,negative,negative,0.0
0,rosa,2024-07-13,speaker volume not loud enough,speaker volume not loud enough use backyard movie night wouldnt recommend use outdoors better volume indoors,electronics,0,0,negative,negative,negative,negative,0.0
1,adriana,2024-10-21,,love picture clear26 sound good well not big fan remote manage,electronics,1,1,positive,positive,positive,positive,1.0
1,ricejm,2025-11-07,nice projector,little projector pretty good picture set watch bed youre look projector one good picture,electronics,1,1,positive,positive,positive,positive,1.0
1,audrey,2026-02-10,like,good quality durable need use external speaker watch movies friends overall good small easily transportable good image,electronics,1,1,positive,positive,positive,positive,1.0
1,kelly,2025-12-03,,work fine need box go connect apps volume low need bluetooth speaker ake lounder get things go great,electronics,0,1,positive,negative,positive,positive,1.0
0,clarence,2025-12-04,,weak image poor resolution one get one pay probably ok child positive side easy use flexible rotate reposition image,electronics,0,1,negative,negative,positive,negative,0.0
0,shannon,2025-12-05,work like suppose,work great im look kind screen im do look screen eye dont feel strain kinda girly look dont mind help eye thats matter,electronics,0,1,negative,negative,positive,negative,0.0
0,yesenia,2025-12-03,dont waste money,poor quality make sound need improvement need use devices able hear sound not recommend product cost less base quality,electronics,0,0,negative,negative,negative,negative,0.0
1,jessica,2025-12-02,,hard connect phone finely get thing would suggest make space higher better movement plug,electronics,0,1,positive,negative,positive,positive,1.0
1,nicole,2026-01-05,great picture 26 sound,really great price thing wish different would wish could download apps onto projector ones download work great family really enjoy product,electronics,1,1,positive,positive,positive,positive,1.0
1,jaclyn,2025-11-10,love need better speakers,absolutely love thing recommend people however need louder speakers buy portable speaker im hop solve issue 100 keep bad boy,electronics,1,1,positive,positive,positive,positive,1.0
1,buddyl,2025-11-19,,cheap introduction devices could evaluate figure feature really need next purchase display options directional capability,electronics,0,1,positive,negative,positive,positive,1.0
0,biggie,2025-12-21,not work consistently,work one five time take major event anyway hour try get work not work important party im do thing,electronics,0,0,negative,negative,negative,negative,0.0
0,viv,2026-01-02,,not like picture refund also not provide refund even walmart support team not take anything seriously support team try end chat without resolution,electronics,0,0,negative,negative,negative,negative,0.0
0,blane,2025-12-25,,not receive item yet october 13th order walmart not right go january still not receive projector yet,electronics,0,0,negative,negative,negative,negative,0.0
0,tanya,2025-12-24,,volume low even way remote work want want let apps download like freeze stop everything restart not good quality product buy,electronics,0,0,negative,negative,negative,negative,0.0
1,debby,2025-12-22,awesome little projector money,good value money small compact work really well dark room would not recommend use bright set also would recommend get bluetooth speaker give realistic sound production,electronics,1,1,positive,positive,positive,positive,1.0
0,catarino,2025-12-26,,buy item come twice would not work afterwards come work great company send fully function device gladly change review,electronics,1,1,negative,positive,positive,positive,1.0
1,jeff,2025-12-08,,cost thrill device ton connectivity options super easy operate wish buy two great item work great picture agreeable price could not please,electronics,1,1,positive,positive,positive,positive,1.0
1,jeremy,2025-12-09,,love everything little projector get great image good quality small compact thing dont like speaker speaker not good quality bad speaker,electronics,1,1,positive,positive,positive,positive,1.0
0,salvador,2025-12-06,nope,receive replacement not work remote come nothing connect port home screen 3 button work projectors,electronics,0,0,negative,negative,negative,negative,0.0
1,clayton,2025-10-21,,love everything projector except remote controller remote doesnt work instantly every time sometimes hit button multiple time want,electronics,0,0,positive,negative,negative,negative,0.0
0,js,2025-12-29,not good,disappoint projector shut every 2025 minutes cant watch anything continuously remote also unresponsive hard use worst purchase ive madedefinitely not worth money not recommend,electronics,0,0,negative,negative,negative,negative,0.0
0,august,2025-11-04,not worth hassle,picture blue shadow dark remote slow response nearly unusable fan run time plug get hot,electronics,0,0,negative,negative,negative,negative,0.0
0,christopher,2025-11-24,,wake america scam year walmart tell 400 ballpark projector get incredible black friday deal not 41 sale 41 everywhere time fake product price scam,electronics,1,1,negative,positive,positive,positive,1.0
1,johnelle,2026-01-28,happy time,im not tech savvy say super easy set really quality awesome 26 already speaker pair external speaker glad get,electronics,1,1,positive,positive,positive,positive,1.0
1,anonymous,2026-02-21,,work perfectly screen mirror work well able connect bluetooth devices easily great students want presentations wake good light dark environments,electronics,1,1,positive,positive,positive,positive,1.0
1,mark,2026-02-28,,great price take chance wow super easy use better picture expect use outside backyard camp,electronics,1,1,positive,positive,positive,positive,1.0
1,rebecca,2026-02-27,,great price everything look great fairly easy use remote control frustrate part slow half time doesnt work look new remote,electronics,1,1,positive,positive,positive,positive,1.0
1,anonymous,2025-08-03,good could better,image quality really good system include apps pre instal use play store download others reason im not give higher review sound quality integrate speaker bad audio output level really low even connect aux use bluetooth otherwise nice deal,electronics,0,1,positive,negative,positive,positive,1.0
1,jacqueline,2025-08-08,amaze,absolutely love projector look like im watch actual tv thats good quality tv fanatic say look like tv quality baby best believe excite grandkids come watch movie entire wall really yall big one one,electronics,0,0,positive,negative,negative,negative,0.0
1,kimberly,2025-07-26,good picture quality,picture quality advertise good remote hard use dark cannot see button attribute operator knowledge soon know button good go without fumble around compare larger projector little system hand much better quality mention picture quality good little texture wall ceiling picture still really good look forward take camp grandchildren,electronics,0,0,positive,negative,negative,negative,0.0
0,nathan,2024-11-03,horrible product not even 240p,blurry unable adjust settings terrible product,electronics,0,0,negative,negative,negative,negative,0.0
0,logan,2025-09-15,bust not even two weeks,no longer connect wifi bluetooth function wont allow mirror phone anything else im sit hunk garbage worth maybe 30 work,electronics,0,0,negative,negative,negative,negative,0.0
1,paulina,2025-09-20,awesome little projector,really good purchase movie nights kidssimple use plug play project unto ceiling grab pillow blanket snuggle watch love purchase,electronics,1,1,positive,positive,positive,positive,1.0
0,robert,2025-10-14,nice price not equal feasible,device extremely hot 2 hours could not use longterm view even fan place display still extremely hot fear fire hazard leave andor unmonitored,electronics,0,0,negative,negative,negative,negative,0.0
1,sathiyachalam,2025-07-13,great little projector perfect kid,buy mini projector kid bedroom im really impress picture quality sharp colorful especially dim room small quiet super easy set upjust plug ready go builtin speaker good enough room sometimes connect bluetooth speaker louder sound kid love watch cartoon movies wallit feel like mini theater price great value work better expect make bedtime fun highly recommend youre look affordable fun projector kid,electronics,1,1,positive,positive,positive,positive,1.0
0,john,2025-04-01,,work great week picture quality look like 720p not big problem hdmi stop connect use netflix app build work great first time able watch entire movie shut completely 1520 minutes,electronics,1,1,negative,positive,positive,positive,1.0
0,sandra,2025-06-09,not connect cell,not buy unless plan use fire stick 26 bluetooth speaker google pixel cell phone not cast anything projector follow instructions try many different ways bluetooth wifi different apps not connect use phone get projector connect wifi fine try log youtube account youtube app come projector watch regular youtube videos way not open movie rent purchase youtubegoogle luckily spare firestick plug projector allow watch movies youtube stream service thankfully projector connect bluetooth speaker projector speaker pretty quiet sound quality really horrible quality picture decent not amaze expect price not try connect hdmi laptop may work well,electronics,1,0,negative,positive,negative,negative,0.0
0,anonymous,2025-05-26,,main reason purchase able use iphone instructions state mirror iphone screen not work able eventually download prime watch movies extreme let feature buy not work cannot contact company,electronics,0,0,negative,negative,negative,negative,0.0
1,clyde,2025-04-20,amaze little projector,get sale watch occasionally kid wont replace main projector amaze good look especially consider price clear even visible ambient light projector size 26 price cant go wrong,electronics,1,1,positive,positive,positive,positive,1.0
0,isss,2026-02-13,,hard use connect apps screen keep default use certain selection annoy,electronics,1,0,negative,positive,negative,negative,0.0
1,felicia,2025-11-30,,good picture price thing recommend pair speaker sound bar full effect,electronics,1,1,positive,positive,positive,positive,1.0
0,buford,2025-12-02,,not buy hard adjust theres no 4k look worse phone glitch,electronics,0,0,negative,negative,negative,negative,0.0
1,kirstan,2025-12-04,,great projector price picture not bright expect not complaint fact love,electronics,1,1,positive,positive,positive,positive,1.0
1,nate,2025-12-01,1080 projector ceiling bedroom,like much im gonna order two good idea watch movies ceiling youre sleep,electronics,0,1,positive,negative,positive,positive,1.0
1,brian,2026-01-04,,great buy downside dust build internal lens no possible access well worth purchase,electronics,1,1,positive,positive,positive,positive,1.0
1,teresa,2025-11-26,,good quality excite use christmas gift white santa gift exchange game,electronics,1,1,positive,positive,positive,positive,1.0
1,itzel,2025-11-25,,great quality downfall yet im not able screen mirror iphone still not figure,electronics,0,0,positive,negative,negative,negative,0.0
1,quinn,2025-11-21,projector 4k,no issue past weeks keystone internet wasnt work completely par,electronics,1,1,positive,positive,positive,positive,1.0
0,joshua,2025-11-21,,projector feel cheap quality display incredibly dim loud ams heat fast power cord horrible design,electronics,0,0,negative,negative,negative,negative,0.0
0,dongjae,2026-01-25,battery break item arrive,battery break doesnt get charge doesnt work without charger plug charger unplug turn immediately,electronics,0,0,negative,negative,negative,negative,0.0
0,lisandro,2026-01-29,buy risk,super pixeled image look horrible bad quality super expensive type projector,electronics,0,0,negative,negative,negative,negative,0.0
1,frugalme,2025-11-13,great price,love wish volume higher project wall amaze,electronics,0,1,positive,negative,positive,positive,1.0
1,zachary,2026-01-01,,love use master bedroom would put basement move furniture around,electronics,0,1,positive,negative,positive,positive,1.0
1,art,2025-12-20,great product,love picture sound small whis expect also hook speaker bluetooth,electronics,0,0,positive,negative,negative,negative,0.0
1,walmart customer,2025-12-19,,good price pay 40 dollars work best screen mirror run apps product self super laggy,electronics,0,0,positive,negative,negative,negative,0.0
0,brant,2025-12-23,cool work,projector not come remote manual unbranded theres no button projector navigate screen apps,electronics,0,0,negative,negative,negative,negative,0.0
1,tari,2025-12-24,,really neat projector connect wifi download apps like netflix disney plus incredible value cost,electronics,1,1,positive,positive,positive,positive,1.0
1,j,2025-12-11,,display size good download apps use bluetooth pain old feller like,electronics,0,1,positive,negative,positive,positive,1.0
0,amanda,2025-12-08,son almost get cut not ok,gift 14 year old son open already open also home make blade,electronics,0,0,negative,negative,negative,negative,0.0
0,jodi,2025-12-06,false advertise,item not advertise project picture galaxy not project movies videos,electronics,0,0,negative,negative,negative,negative,0.0
0,brandy,2025-11-24,dont waste money,way sell not independent join wifi self remote doesnt work run hot less 15minutes,electronics,0,0,negative,negative,negative,negative,0.0
1,walmartcustomer,2025-09-25,,never buy mattress online wasnt sure would arrive roll tube pack way could move box easy remove package clear instructions unwrap mattress let reach full state,furniture,1,1,positive,positive,positive,positive,1.0
1,anonymous,2025-08-12,better expect,look something affordable wasnt cheap mattress childs room deliver day early spring mattress take two days foam part fully decompress pack inside box little intimidate no hassle easy unbox pretty comfy snuggle,furniture,1,1,positive,positive,positive,positive,1.0
1,walmartcustomer,2025-05-25,,thing would recommend walmart use another service ontrac delivery wait day delivery wasnt deliver 730 pm,furniture,0,0,positive,negative,negative,negative,0.0
1,jam,2025-08-14,,absolutely love bed would recommend anyone arthritis stenosis lumbar cervical suffer tremendously normally sleep recliner order bed move new apartment put together love tell everyone know need bed thank much provide,furniture,1,1,positive,positive,positive,positive,1.0
0,terrance,2025-09-27,cause chemical burn cant hole seam,open vacuum seal hole bottom side close stitch corner figure sheet would cover daughter sleep bed end horrible rash doctor say chemical burn assume maybe skin shes sensitive trade brand new mattress brothers use one neither end rash next morning except face eye swell shutwalmart wont refund without send back no problem health hazard us point come vacuum seal suppose return mattress no vehicle offer leave outside ship drivers come iti live suburb hoa would never allow place mattress porch 2448 hours im go end toss definitely dont get younger ones,furniture,0,0,negative,negative,negative,negative,0.0
0,kristen,2025-09-18,worlds worst mattress,buy sons twin bed buy batmobile bedframe bed would floor second put pound pressure mattress flatten grind feel every single spring except spring outer layer im not sure theres substance mattress not buy save money,furniture,0,0,negative,negative,negative,negative,0.0
0,lucretia,2025-07-22,,buy smash mom end put upstairs storage could feel spring place soon sit not thick feel every metal spring sit lay uncomfortable no support whatsoever maybe thats cheap,furniture,0,0,negative,negative,negative,negative,0.0
0,javier,2025-12-08,awful customer service,walmarts service awful mattress extraordinarily uncomfortable try return walmart cancel return pickup 5 time last time try tell pick never available want return need drop product extremely unproffessional behaviour,furniture,0,0,negative,negative,negative,negative,0.0
0,chlorinefree,2025-12-09,mattress okay child,buy emergency twin mattress guest would ruin pricey serta mediumfirm bed due heavy smoker quickly order budget mattress 10000 no intention savingkeeping mattress guest leave would smell cigarette smoke say mattress definitely design child anyone weigh 100 lbs feel spring sleep uncomfortably unless purchase childspend bite get better mattress thank read review,furniture,0,0,negative,negative,negative,negative,0.0
0,jonathan,2025-11-28,,two mattresses uncomfortable return local store per specific email instructions walmartcom walmart refuse refund multiple call promise resolve multiple store visit no resolution store claim no way communicate anyone corporate higher level able reach call center incredibly frustrate unprofessional customer service experience not renew walmart membership shop walmart,furniture,0,0,negative,negative,negative,negative,0.0
1,jazmin,2025-12-27,,maybe bc adults naturally heavier not like mattress get two kiddos not even 50 lbs theyre havent complain lay one felt hand almost rip thats thin felt,furniture,0,0,positive,negative,negative,negative,0.0
1,andrea,2025-10-13,mattress,bed comfortable daughter love sleep lot better bed product definitely worth money reasonable price mattress comfortable opinion would recommend buy thisl bed comfortable daughter love sleep lot better bed product definitely worth money reasonable price mattress comfortable opinion would recommend buy im highly satisfy purchase im highly satisfy purchase,furniture,0,1,positive,negative,positive,positive,1.0
0,bill,2025-12-29,damage anddefective throw 2 days,always try write positive review coilssprings go different directions damage couldnt sleep uncomfortable really like zinus brand use zinus mattresses nearly decade unfortunately toss within couple days take huge loss one,furniture,0,0,negative,negative,negative,negative,0.0
0,anonymous,2025-08-19,mattress lack support,buy sons dorm mattress good price lack support back mattress sink soon sit im around 100 pound would like return request take store repack free pick not possible us repack mattress come tightly bundle roll spread full size open package stick one need think dispose,furniture,0,0,negative,negative,negative,negative,0.0
0,monica,2025-08-22,,excite guess match think better one buy home plus years ago im actually glad didnt throw away home plus mattresses mattress not work let granddaughter shes much younger smaller person tell grandma feel spring mattress not go good mattress guess get pay around 100 get less value 100 mattress,furniture,0,0,negative,negative,negative,negative,0.0
0,chelsea,2026-01-20,stop get pay dont buy,terrible mattress super thin little no support feel inner spring fabric less 100 lbs literally hit box spring sit replace not 5 months later fine display not waste money,furniture,0,0,negative,negative,negative,negative,0.0
1,lakeisha,2026-02-01,,take longer expect keep reschedule delivery days throw assembly schedule still havent get work yet keep bring one person tell two need reschedule inconvenience,furniture,0,0,positive,negative,negative,negative,0.0
0,nitejezter,2025-09-11,could worse,price ok options idea firmness comfort forget top layer may well paper yup thin feel pics see every spring hear knowhelps sleep advice spend buck get something better zinus really drop ball last yrs shame,furniture,0,0,negative,negative,negative,negative,0.0
0,susan,2026-01-01,,mattress look nice picture disappoint real life look feel cheap uncomfortable definitely feel spring basically oversized crib mattress doesnt fully fit bed frame disappoint saw,furniture,0,0,negative,negative,negative,negative,0.0
0,mary,2026-02-24,not satisfy purchase,mattress arrive roll box unpack let lay bed foundation 3 nights direct mattress completely collapes set not medfirm state not meet weight describe bad purchase make however sleep nothing else sleep therefore keep get another,furniture,0,0,negative,negative,negative,negative,0.0
1,scrapbookingvlcs,2026-03-04,twin firm 8 inch mattress,mattress come compress take 4872 hours decompress becareful open cartoon not damage mattress plump really nice say do nice firm gel pad material full nights sleep easy setup stand back say know kung fu hehehehe highly recommend,furniture,1,1,positive,positive,positive,positive,1.0
1,jade,2026-01-02,worth every penny,purchase mattress toddlers bunk bed 26 comfortable little nervous due review worth every penny super easy set take box 26 let lay flat take shape comfortable ive even sleep mattress mislead youre second guess purchase dont comfort 26 sturdiness good price,furniture,1,1,positive,positive,positive,positive,1.0
0,joan,2026-03-03,okay short term use,buy mattress 6month stay temporary address camp not intend keep mattress 6 months temporary mattress okay would not recommend ongoing use soft feel spring move sleep position,furniture,0,0,negative,negative,negative,negative,0.0
0,jenny,2026-03-06,mehh,get sons floor bed not sure im use sleep memory foam mattresses top layer thin feel every single spring fit bed frame perfectly like height toddler son sleep fine adult wouldnt get anyone 100lbs maybe separately topper would help,furniture,0,0,negative,negative,negative,negative,0.0
0,surbhi,2025-06-14,walmart refund nightmare,two months ago request refund walmart still havent receive customer service experience frustrate pass blame around despite call multiple time tell request wasnt escalate claim buyer beware walmarts refund process nightmare avoid order,furniture,0,0,negative,negative,negative,negative,0.0
0,christopher,2025-06-24,not buy,even let sit 38 hours significantly deform one side completely collapse put pressure whole mattress wave terrible product buy mattresses online already skeptical products like exactly,furniture,0,0,negative,negative,negative,negative,0.0
0,walmartcustomer,2025-03-23,,uncomfortable take long ship not worth money coil felt top mattress 26 doesnt fit twin xl bed frame l purchase competitor walmart since couldnt find single bed frame daughter 26 want deliver next day cant return take vacuum seal ill take loss purchase another mattress somewhere else thank nothing walmart,furniture,0,0,negative,negative,negative,negative,0.0
0,emma,2025-06-22,dont waste time,worst mattress ever buy 6 inch mattress put daybed spring terrible felt like awful air mattress soon someone else sit no pad whatsoever transport bring walmart store return not waste time mattress,furniture,0,0,negative,negative,negative,negative,0.0
1,carrie,2025-06-27,good mattress,extremely comfortable ive sleep one 14 years get another day bed guest room come roll box vacuum pack cute warn card youre not careful open package explode go slow,furniture,1,1,positive,positive,positive,positive,1.0
0,elias,2025-08-31,flatten quickly,take mattress box please within weeks flatten permanently center like one inch foam pad,furniture,1,0,negative,positive,negative,negative,0.0
0,hmandgprty4u,2025-09-13,,every movement felt inner spring buy mattresses topper know would purchase different one would not recommend mattress,furniture,0,0,negative,negative,negative,negative,0.0
0,pattie,2025-09-25,,bed bug warn receive 2 items walmart warehouse bed bug walmart refuse help spend 100s get rid bedbugs zero rcompensation not buy bed items ship walmart warehouse,furniture,0,0,negative,negative,negative,negative,0.0
0,raza,2025-11-07,not returnable,mattress not returnable despite walmarts website sayin returnable receive use damage mattress walmart refund get back box thats impossible,furniture,0,0,negative,negative,negative,negative,0.0
0,candice,2025-11-21,,mattress no comfort feel spring back hips etc never buy another mattress mattress topper walmart,furniture,0,0,negative,negative,negative,negative,0.0
1,timothy,2025-07-21,,buy 2 kid product work great especially price buy 2 ruin im sure ill get good years first tho,furniture,0,1,positive,negative,positive,positive,1.0
0,ann,2025-11-22,,thin little support spring push right material seven year old lay minute instantly go flat complain poke,furniture,0,1,negative,negative,positive,negative,0.0
1,charity,2025-09-13,nice,like size bigger think would nice fit little cousin roomshe say comfortable,furniture,0,1,positive,negative,positive,positive,1.0
1,everie,2025-09-30,worth great 60 buy,not cheap flimsy great buy beautiful look comfortable temporary situation need twin size bed really help lower back feel great get back track not bad 60,furniture,1,1,positive,positive,positive,positive,1.0
1,stephanie,2025-11-02,,bed ready take box children like bunkbeds good value money elsewhere 15 20 plus ship free items bed box easy box heavy thou,furniture,1,1,positive,positive,positive,positive,1.0
1,trudeau,2025-12-02,great mattress price,buy grandchildren new bunk bed grammy papas house love sleep well ready come back pop open box easily full size day,furniture,0,1,positive,negative,positive,positive,1.0
1,beth,2025-11-01,wrap,matress comfortable problem unwrap instructions wrap inside completely unwrap get unwrap instructions funny though,furniture,0,1,positive,negative,positive,positive,1.0
1,anonymous,2025-08-21,easy quick good quality,easy unroll set able put bed almost immediately doesnt smell bad may want spray make homey,furniture,1,0,positive,positive,negative,positive,1.0
1,nikki,2025-09-10,great kid,get grandkids bunkbeds great kid lighterweight adults dont weigh 140lbs far great value kid,furniture,1,1,positive,positive,positive,positive,1.0
0,artlvr64,2026-01-04,manufacturer package not good,not pack good pucture inpact easily damage mattress mine come cant get store dont order online not worth aggravation deal new mattress mess,furniture,0,0,negative,negative,negative,negative,0.0
1,carolyn,2025-09-08,,finally good firm supportive mattress first descent sleep long time amaze come shrink wrap snap right full size better expect thank,furniture,1,1,positive,positive,positive,positive,1.0
0,johnny,2026-02-20,,open box remove mattress put floor cut plastic could expand let set 48 hours still not totally expand get 6 inch expand 4 12 inch,furniture,0,0,negative,negative,negative,negative,0.0
0,brenda,2025-11-01,worst mattress ever,buy mattress grandson thin feel spring definitely would not ever buy recommend anyone either,furniture,0,0,negative,negative,negative,negative,0.0
1,jarrett,2025-09-21,love recommend friends,mattress best sleep ive age thank price affordable great one friends want mattress,furniture,1,1,positive,positive,positive,positive,1.0
1,walmart customer,2025-10-06,good support good value,mattress surprisingly supportive comfortable use bunk bed platform give no box spring like innersprings support,furniture,1,1,positive,positive,positive,positive,1.0
1,walmartcustomer,2025-06-05,,twin mattress arrive well package concern glad mattress fit perfectly go walmart buy fit sheet next day save money boot thank walmart,furniture,1,1,positive,positive,positive,positive,1.0
1,sharon,2025-11-29,,worst mattress ever sleep mattress thin never completely fill outmaterial loose mattress mattress much movement itwas worst purchase another mattress waist money,furniture,0,0,positive,negative,negative,negative,0.0
0,niloofar,2026-02-01,not firm say description,not firm medium soft return return process smooth no hassle thank walmart great customer service,furniture,0,1,negative,negative,positive,negative,0.0
1,tasha,2026-02-04,zinus xl 6 twin spring mattress,amaze price really good quality stitch around mattress do double stitch feel like heavier person purchase mattress pad well extra pad,furniture,1,1,positive,positive,positive,positive,1.0
1,brittany,2025-09-14,mattress,get daughter floor bed comfy would wait 2 maybe 3 days lay make sure completely fill like need nice mattress,furniture,1,1,positive,positive,positive,positive,1.0
0,walmart customer,2025-09-13,not buy ever,im deeply disappoint purchase mattress unusable spring literally keep poke back im back issue im not get value money spenth,furniture,0,0,negative,negative,negative,negative,0.0
0,jessica,2025-07-18,terrible no support,worst bed ive ever purchase get toddler even couldnt sleep feel every single spring set floor soon lay touch grind zero support,furniture,0,0,negative,negative,negative,negative,0.0
